,class,pack,longest,entropy,preg_replace,str_replace,call_user_func,error_reporting,define,set_time_limit,md5,empty,isset,ini_get,function_exists,substr,php_uname,gethostbyname,phpversion,getcwd,explode,fopen,curl_init,curl_setopt,curl_exec,curl_close,fclose,ob_flush,flush,alert,system,scandir,rmdir,basename,htmlspecialchars,date,fileperms,preg_match,wordwrap,shell_exec,exec,strip_tags,file_put_contents,file_get_contents,mkdir,fwrite,dechex,bin2hex,urlencode,base64_encode,urldecode,base64_decode,ob_clean,filesize,readfile,mail,fgets,strpos,array_push,sizeof,opendir,readdir,eval,phpinfo,unset,url,dirname,perms,strtoupper,setcookie,time,getelementbyid,exit,chr,open,close,write,ini_set,set_magic_quotes_runtime,array_merge,stripslashes,fsockopen,fread,strlen,in_array,intval,getenv,is_writable,passthru,ob_get_contents,ob_end_clean,join,popen,proc_open,proc_close,com,strtolower,ob_start,include,parse_url,fputs,sleep,unlink,split,mysql_connect,realpath,chunk_split,file,implode,disk_free_space,disk_total_space,nl2br,get_current_user,substring,md5_file,posix_getpwuid,posix_getgrgid,copy,closedir,chmod,query,mysql_query,mysql_fetch_row,mysql_num_fields,mysql_field_name,mysql_close,mssql_query,mysql_select_db,mysql_num_rows,is_null,crypt,str_repeat,tempnam,var_dump,glob,addslashes,prompt,mysql_error,activexobject,load_file,mysql_fetch_array,defined,getdate,crc32,gzcompress,connect,dump,print_r,ex,sprintf,which,cf,sr,view_size,getmicrotime,list,echo,print,stat,printf,array_unique,strrev,version,unserialize,rtrim,rs,pclose,strrpos,chdir,is_readable,rename,rand,array_filter,array_diff,function,init,submit,focus,replace,remove,select,fileowner,filegroup,microtime,class_exists,get_magic_quotes_gpc,get_cfg_var,pathinfo,checkall,createfile,base_convert,strtotime,is_object,is_numeric,mysql_get_server_info,preg_match_all,mysql_affected_rows,execute,mysql_get_client_info,ob_end_flush,number_format,is_array,is_dir,is_file,mysql_free_result,mysql_fetch_assoc,each,gmdate,array_pop,values,ord,find,return,touch,error,mysql_list_tables,array_keys,range,serialize,ceil,array_values,mysql_create_db,ereg,confirm,mysql_list_dbs,table,mysql_drop_db,array_slice,convert_cyr_string,usort,array_reverse,filemtime,readlink,get_post,array_map,get,now,send,main,ltrim,is_string,array_shift,reset,array_search,file_exists,set,ob_get_clean,array_key_exists,request,config,len,admin,ubound,lcase,left,oooooo0o,right,createobject,is_wp_error,add_filter,apply_filters,get_option,add_query_arg,esc_url,esc_attr,esc_html,wp_error,do_action,form,mid,mappath,lcr,isnull,getjianlast,getclassidlist,db,getareaidlist,getnewsclasslist,updateadcache,updatejscache,updatesystemcache,apparr,getchildid,rs2,getfatherids,getchildids,tpllist,getfolder,cstr,iif,selectclass,getcache,addcache,selectclass2,getplus,arr,checkadmin,message,getids,leachstr,querystring,pagearray,issqlarray,pagebreak,wp_unslash,wp_die,current_user_can,is_multisite,wp_parse_args,admin_url,wp_nonce_url,setup,wp_nonce_field,add_action
248,malware,0,29145,5.645281289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556425221,0,0,0,0,0,0,0,0,0,0,0,0.830897692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,malware,0,69,5.241459305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,malware,0,360,5.381989422,0,0,0,0.052385981,0,0,0,0,0,0.12850559,0,0,0,0,0,0,0.047728449,0.055487898,0,0,0,0,0.049851752,0,0,0.123986947,0.064252795,0,0,0.162217468,0.104771961,0,0,0,0,0.067406545,0.063314432,0,0,0,0,0.05462524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059428592,0.05624011,0,0,0,0,0.12113346,0,0,0,0,0.62728016,0,0,0.132584268,0,0,0,0,0,0,0,0,0,0,0,0.065760011,0,0.139083951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448094727,0,0.135392771,0,0.085874654,0,0,0.072343773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340329247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183492794,0,0,0.071600967,0,0,0.071240858,0,0,0.071240858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143201934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07759851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159523481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,malware,0,3544,5.641858559,0,0.213959687,0,0.005099181,0.006452788,0,0.010396707,0,0,0.006254281,0,0.084920989,0,0,0.025502649,0,0.144020528,0.059412296,0,0,0,0,0.038820023,0.021836431,0,0,0.006254281,0,0.013414301,0.063160126,0.749579657,0.088812527,0.013067004,0,0.015641586,0,0,0.007763901,0,0.019126986,0.006350697,0.042537183,0.006561263,0,0.478653055,0.030275705,0.01237066,0.02232932,0.037053244,0.010978718,0.006833391,0.013939085,0,0.010371285,0,0,0.023138799,0.027371686,0.009236419,0.011907296,0.055749882,0,0.017686454,0,0.006326086,0.012461983,0,0.016652349,0.006230992,0,0,0.007156286,0,0,0,0.04478657,0.005063406,0.014312572,0.017247869,0.02827211,0.00558233,0.020121452,0.108816858,0,0.006769123,0.014083692,0,0.073847359,0.00727881,0,0,0,0.051125095,0,0.007321653,0,0,0.016007195,0.011569399,0,0.006647316,0.056078925,0.007504458,0,0.014021652,0.008358924,0.008207956,0.020402878,0.014083692,0,0.008281799,0.032396387,0.027203838,0.020700395,0.029768239,0,0,0.127263394,0.019052091,0.019854464,0.021836431,0,0,0.01223803,0,0,0,0,0,0.022966278,0,0.05449627,0,0.012281679,0,0,0.063435947,0,0,0,0,0,0,0,0,0.01446428,0,0,0,0.075533353,0.031055605,0.005857765,0.006350697,0.019941947,0.01520726,0,0.020500173,0,0,0.007763901,0,0,0.006900132,0,0.023814591,0,0,0.076664967,0,0,0,0,0,0,0,0,0.150282005,0.02363884,0.023821495,0.006769123,0,0,0,0,0,0,0.007005318,0,0,0,0.014234589,0,0,0,0,0,0,0,0.020908627,0,0.068009594,0.020307369,0,0.007196174,0,0,0,0,0,0,0,0.007879613,0.017408039,0.008281799,0.00693449,0.00693449,0.019854464,0.008207956,0.015641586,0.007553335,0.00760363,0.015759227,0.008207956,0.015008915,0.025076772,0.028469179,0.022966278,0.007820793,0.007820793,0,0,0,0,0,0,0.008137128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,malware,0,144,5.905012404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,malware,0,98,6.054878784,0,0,0,0,0,0,0,0,0,0,0,0.409268155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566381935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431472858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570563102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,malware,0,1256,5.481094774,0,0.189295567,0,0.080560271,0,0.18190393,0.016425412,0,0.039329248,0,0,0.01412251,0,0,0.020145393,0.096672281,0.088077385,0.102396558,0,0,0,0,0.122660929,0,0,0.095334878,0.019761862,0,0.021192809,0.016630764,0.016112054,0.17538995,0,0,0,0,0.428411612,0,0,0,0,0.01680077,0,0,0,0.019132632,0,0,0,0.052034737,0.172733558,0.066065691,0.085554499,0,0,0.082927371,0.036556219,0.034594893,0,0,0.014679564,0,0,0,0,0,0,0,0.019688273,0,0,0,0,0,0,0,0.111993097,0,0.036332446,0.148887223,0,0,0,0,0,0,0,0,0,0,0,0,0.017949075,0,0.023134472,0,0.555227334,0,0.036556219,0,0.042007493,0,0.023712086,0.062462962,0.029536456,0,0,0,0,0,0,0,0,0.021802577,0,0,0,0.091390548,0,0.041823211,0,0.046268945,0,0.019334456,0.021388625,0,0,0,0,0,0,0.019132632,0,0,0,0,0.091109404,0,0,0.023866527,0,0,0,0,0,0.030468847,0,0,0,0,0,0,0,0.378067435,0,0,0,0,0,0,0,0,0,0,0.150495524,0,0,0.044043794,0,0,0,0,0,0.02191114,0,0,0,0,0,0,0,0,0,0,0.023712086,0,0,0,0,0,0,0.093093085,0,0,0,0,0,0,0,0,0,0,0.198197072,0,0,0.023712086,0,0,0,0,0,0.024897479,0,0,0,0,0,0,0.049423243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022866992,0,0,0,0.043605154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,malware,0,452,5.796887428,0,0,0,0,0,0,0.229927997,0.205079789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214630705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267824507,0,0.246911636,0,0,0,0.308269328,0.299404588,0,0,0,0,0,0.204267692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316529167,0,0,0,0,0,0,0.299404588,0,0,0,0,0,0,0,0,0,0,0,0.323843502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331929125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308269328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,malware,0.169633073,2794,5.839877504,0,0.016361092,0,0.006498746,0,0,0,0.017727486,0,0,0,0.017088809,0.00803147,0,0,0,0.005920955,0,0,0,0,0,0.024737448,0,0,0,0,0,0,0.006707966,0.084483695,0.014148596,0,0,0,0,0,0,0,0,0,0,0.008362123,0,0,0,0,0.021343511,0,0,0,0.008882462,0,0,0.009276614,0.025086368,0,0,0.005885762,0.015175473,0,0,0,0.029473928,0,0,0,0.021222893,0.023823607,0,0,0,0,0,0.010042319,0,0.012906303,0,0,0.04804255,0,0,0.016315724,0,0,0,0,0.021719107,0,0,0,0,0,0,0,0,0,0,0,0.019934708,0,0,0.009564195,0.025194237,0.011913436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010460781,0,0,0,0,0,0,0,0,0.023151259,0,0,0,0,0,0,0.019789694,0.009626488,0.009824643,0,0,0.009564195,0.192278377,0.024579025,0.093871998,0.06531851,0.948133474,0.028879463,0.019789694,0.022396609,0.016187526,0.008471794,0.009690586,0.016251161,0,0.010653185,0,0,0,0,0,0,0,0,0,0,0,0,0.026513366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,malware,0,45,5.071921518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,malware,0,885,5.998304578,0,0,0,0.265745456,0,0,0.270913843,0,0.216226697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322350444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242118567,0,0,0,0,0,0,0,0,0.300544049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745904232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,malware,0,807,5.378127609,0.197374738,0,0,0,0,0,0,0,0.138454146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844840648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47761694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,malware,0,119,5.281759325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061435381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998111063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,malware,0,61287,6.150055672,0,0.192919468,0,0.032841011,0,0,0,0,0,0,0.073388818,0.259071727,0,0,0,0.078818391,0,0.208713704,0.047437636,0,0.047437636,0,0.156261459,0,0,0,0,0,0,0.203389749,0.262728091,0.107248584,0.042078678,0,0,0.042257472,0.039692108,0,0,0.041062119,0,0.034244813,0,0,0.519980246,0.03899782,0,0,0,0.106061794,0.088020197,0,0.043596183,0.03339786,0,0.211287362,0,0.035257183,0.208203363,0,0,0,0.075939122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032610603,0,0.111083997,0.273127574,0,0,0,0,0,0.045352643,0.047437636,0,0,0,0,0,0,0.108167088,0,0,0,0,0.037256057,0,0,0.040130377,0,0.042439175,0.270917157,0,0,0.087602449,0,0,0,0.041729448,0,0,0.038344158,0,0,0,0,0,0,0,0,0,0,0,0.053835215,0.097941562,0.049648227,0,0,0.03899782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044439937,0.049304371,0.038344158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044886974,0,0,0,0,0,0,0,0.207873918,0,0,0,0,0,0,0,0.050369408,0,0,0,0,0,0,0,0.049304371,0,0,0,0,0,0,0,0,0,0,0.105725823,0.044439937,0,0.051140365,0,0.101496478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,malware,0,57,4.713751121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804453954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594015013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,malware,0,81,5.703968808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,malware,0,252,5.910452719,0,0,0,0,0,0,0,0,0.66610045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745862045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
